day,daily_total_gdp,dam_storage,downstream_storage,upstream_storage,river_discharge_downstream,houses_damaged_by_inundation,financial_damage_by_innundation,financial_damage_by_flood
182,4954851559.580555,43011525.506126836,45252289.79091518,69199010.41572073,69367812.53574406,123.00317601974768,3369950.027938293,0.0
183,4949154617.904051,44049510.66236265,22294504.55522699,46004870.59755235,42607118.51906048,0.0,0.0,0.0
184,4769761230.216762,44739583.721325934,57686595.938572384,71439193.9644663,78569123.26175088,6647.302677822621,182117881.5841814,0.0
185,4889773819.679442,41337213.25866034,26369994.177398868,47427728.349885926,44790898.35152962,0.0,0.0,0.0
186,4892972538.764279,42048629.18390863,29409217.36992563,46312496.88301941,44775127.69864677,0.0,0.0,0.0
187,4895851545.33609,42743316.637153916,26762901.914301056,42639659.492378846,40878082.27016519,0.0,0.0,0.0
188,4898443207.632666,43382911.5295396,24558770.896421522,39571856.513217635,37746501.0424022,0.0,0.0,0.0
189,4900776827.030114,43976489.377237864,16758076.735346427,31782655.611890536,28952175.421915542,0.0,0.0,0.0
190,4902878954.787978,44453229.21141622,17437966.93243102,30531982.712060817,28135769.294221275,0.0,0.0,0.0
191,4904773676.836445,44911208.95209713,22075500.26556701,33790865.15490341,36814570.869025856,0.0,0.0,0.0
192,4906482869.806142,40926951.03421097,4819400.056717254,19081064.0071057,14928886.41487144,0.0,0.0,0.0
193,4908026431.180802,41213166.99431756,901509.9077915,10242129.02239722,6892855.038732892,0.0,0.0,0.0
194,4909422486.164924,41366798.92965352,11270705.44393,14914327.437782776,14605564.473781569,0.0,0.0,0.0
195,4907285254.984615,41590513.84122026,6913893.11499,13430369.71940754,12005502.457216734,0.0,0.0,0.0
196,4887095226.258846,41791969.38701137,5519415.7381730005,11478399.124956021,10005724.413477894,0.0,0.0,0.0
197,4912884054.772086,41964145.37388571,1989911.398883,7390255.047580487,5671441.757653503,0.0,0.0,0.0
198,4913842014.816052,42074999.19959942,3239672.388233,6478919.500131821,5578066.634180724,0.0,0.0,0.0
199,4914722395.857166,42172182.9921014,10828816.18021,12674934.211552523,13209553.793914711,0.0,0.0,0.0
200,4915535996.076307,42362307.00527469,7259193.273024002,12639449.867224764,11775992.086092532,0.0,0.0,0.0
201,4916292806.7593975,42551898.75328306,2075849.7140300004,8059223.479534395,6266290.222718338,0.0,0.0,0.0
202,4917002099.921134,42672787.105476074,3857678.5029030005,7339506.4865897745,6446108.683138288,0.0,0.0,0.0
203,4917672506.92899,42782879.70277492,19569738.26622,20748662.875888556,22536653.88104832,0.0,0.0,0.0
204,4918312089.030262,43094109.64591325,20650452.314194392,27089343.567951374,27681183.533589326,0.0,0.0,0.0
205,4918928400.594475,43500449.79943252,6216823.270408643,17333399.792537797,14698506.665850304,0.0,0.0,0.0
206,4919528545.802079,43760450.79632059,3510501.367779999,11665877.57620306,9229575.614483744,0.0,0.0,0.0
207,4920119229.437123,43935438.959963635,1557317.051233,7135572.57142514,5190565.4180927705,0.0,0.0,0.0
208,4920706802.3756275,44042472.54853501,4672368.75555,7591369.559271644,6919422.3121189205,0.0,0.0,0.0
209,4921297302.302087,44156343.091924086,6102763.77823,9064389.905683108,8699905.27678296,0.0,0.0,0.0
210,4921896490.133121,44292308.940509334,2012213.2954599997,6219736.696429622,5028499.964443363,0.0,0.0,0.0
211,4922509882.5791855,44385604.99095578,1547803.761496,4403191.433378515,3515773.5491090785,0.0,0.0,0.0
212,4923142781.232093,44451652.862456456,1745826.2119200004,3686506.4209154723,3137832.0535705537,0.0,0.0,0.0
213,4923800298.527063,44506950.458770186,8236671.80958,9019820.089688584,9654963.91425493,0.0,0.0,0.0
214,4924487380.893079,44642247.76011551,3511284.317269,7516215.541996157,11151384.318494476,0.0,0.0,0.0
215,4925208829.3737335,40290766.2172339,1053692.3138734996,4605737.972876117,3497636.9690314536,0.0,0.0,0.0
216,4925969317.972418,40359852.28682704,9151812.94139,10271896.20833591,10851503.680866528,0.0,0.0,0.0
217,4926773409.950142,40513930.72995208,8038711.83389,12137045.038303724,11788572.18194539,0.0,0.0,0.0
218,4927625572.281313,40695986.40552664,13321879.077539999,17693953.325712916,17805563.62675219,0.0,0.0,0.0
219,4918427720.512803,40961395.705412336,6837597.6454799995,14784197.43194824,13001251.117995324,0.0,0.0,0.0
220,4849895791.245036,41183158.66689156,916136.8408770002,8125605.131801207,5682116.140643713,0.0,0.0,0.0
221,4825759756.181182,41305042.743868575,364504.17151060014,4300768.415743391,2754492.757154283,0.0,0.0,0.0
222,4862356755.58755,41369554.27010473,6658131.918466002,7938370.227802262,8078439.725514659,0.0,0.0,0.0
223,4866129020.585622,41488629.82352176,11105587.169135,13615744.01180311,14089102.444997078,0.0,0.0,0.0
224,4866120846.7571,41692865.98369881,5965972.900970001,11939585.616979372,10752425.929033266,0.0,0.0,0.0
225,4854278503.17146,41871959.7679535,1042922.5478330003,6764423.405282384,4910665.312326438,0.0,0.0,0.0
226,4887030334.934365,41973426.11903273,2351797.1592840003,5374201.4015003685,4442419.342439723,0.0,0.0,0.0
227,4938161738.194561,42054039.14005524,614616.0974101999,3171621.1661087805,2268780.4925547717,0.0,0.0,0.0
228,4939726568.184444,42101613.45754687,374073.4006062,1881696.7184949024,1308857.5224114116,0.0,0.0,0.0
229,4941385013.0036125,42129838.908324294,140148.63510070002,1044769.3940901022,680011.3500732947,0.0,0.0,0.0
230,4943141045.617274,42145510.44923565,3227650.60837,3338617.3102641497,3626769.089408921,0.0,0.0,0.0
231,4944998626.382251,42195589.70888961,1275012.3411512994,2752540.3299378334,2446944.3278262913,0.0,0.0,0.0
232,4946961704.699624,42236877.813838676,1014451.7751019999,2237171.4234055383,1931272.2546074889,0.0,0.0,0.0
233,4949034220.28197,42270435.38518976,14956583.754520003,14194744.752828714,16169894.072508467,0.0,0.0,0.0
234,4951220104.072224,42483356.55648219,38434761.2607524,40598970.43362181,44649808.38363674,0.0,0.0,0.0
235,4705777879.017799,43092341.11298651,62440261.81802945,68659076.21212448,74877848.49926953,9042.707093777937,247745399.82953253,0.0
236,4871459694.007746,44122227.25616838,26185678.994741313,44629165.619712345,43568790.33899642,0.0,0.0,0.0
237,4875025642.84403,44791664.74046407,12770449.287536068,30392454.26829977,31499939.778518043,0.0,0.0,0.0
238,4878618956.350286,40768385.08044216,13309074.63609,26810272.20646923,23855359.794589944,0.0,0.0,0.0
239,4882253690.313487,41170539.1635392,8081864.025159999,20420030.051467344,16982549.75042837,0.0,0.0,0.0
240,4885942912.210032,41476839.61431121,2029294.9529729998,11919101.56208504,8471699.002217257,0.0,0.0,0.0
241,4889698801.183835,41655626.13774249,3668157.222735001,9119025.937444624,7297534.873545147,0.0,0.0,0.0
242,4893532737.712279,41792411.52680416,15559993.23779,18132859.03807118,18836372.57316637,0.0,0.0,0.0
243,4897455383.990159,42064404.41237523,21323752.189673554,27424143.327822603,27988511.269512296,0.0,0.0,0.0
244,4901476755.958582,42475766.56229257,17922828.12887687,27579179.018920623,26726454.789846756,0.0,0.0,0.0
245,4905606287.813043,42889454.24757638,11681738.273830567,23087904.53319481,20792063.316221498,0.0,0.0,0.0
246,4909852889.741285,43235772.8155743,7142777.076353,17744489.247365765,14903703.576320473,0.0,0.0,0.0
247,4914224999.566419,43501940.15428479,13742751.49526,20861782.907449573,19791347.385132164,0.0,0.0,0.0
248,4918730628.903137,43814866.897896536,6916610.909869999,16429781.506626034,13947465.979473362,0.0,0.0,0.0
249,4923377404.373922,44061313.62049592,12670791.583560001,19258447.95734212,18283555.771891847,0.0,0.0,0.0
250,4928172604.377411,44350190.33985606,2132462.7633100003,11414665.676437786,8469084.308230603,0.0,0.0,0.0
251,4933123191.851702,44521410.325002626,570881.595555,6133555.582712503,8478086.69690231,0.0,0.0,0.0
252,4938235843.431097,40161272.626243055,11289201.707920002,12914233.07761421,13411905.980753338,0.0,0.0,0.0
253,4943516975.354751,40354986.122407265,22320057.43516,25974242.99140502,27410279.583312564,0.0,0.0,0.0
254,4948972766.449824,40744599.76727834,5255583.092046134,15498003.668292928,13059838.101058478,0.0,0.0,0.0
255,4954609178.479365,40977069.82230274,2697349.951323,10050389.20526581,7822396.521369034,0.0,0.0,0.0
256,4960431974.116049,41127825.66038173,15399650.53742,18465293.662451662,19002247.25179129,0.0,0.0,0.0
257,4966446732.776728,41404805.0653185,34994431.01139478,39611894.03998267,42247882.07074765,0.0,0.0,0.0
258,4872376269.61657,41998983.47591824,52095038.99812236,60013772.61437239,64204007.75422887,3660.3147143096708,100282594.91259372,0.0
259,4673318335.022762,42899190.065133825,63700335.54407056,75885068.79067297,80808113.50257353,9691.30457091588,265515193.72372273,0.0
260,4856762257.83004,44037466.09699392,22902138.512026772,45035910.32758487,42481740.80273317,0.0,0.0,0.0
261,4865516939.629463,44713004.7519077,2889198.176136885,22803460.079335667,21796780.39692452,0.0,0.0,0.0
262,4874297209.158001,40583756.17790697,1976405.4842100001,13079002.404868087,9270391.567573188,0.0,0.0,0.0
263,4883126993.876288,40779941.21397999,3074406.13181,9185897.428433552,7043316.943972923,0.0,0.0,0.0
264,4892028239.129599,40917729.67540649,5672313.724676001,9506311.868013924,8589432.503244549,0.0,0.0,0.0
265,4901021103.558392,41060324.3534267,5308176.714585999,9366929.291567773,8501901.012164108,0.0,0.0,0.0
266,4910124134.488241,41200828.29280022,3727285.8157400014,7900021.659305089,6851129.544610489,0.0,0.0,0.0
267,4919354425.300141,41319328.617689796,1780098.6418039997,5448343.9748465875,4324478.020916851,0.0,0.0,0.0
268,4928727756.582048,41401053.777312495,12779586.87034,13870380.310345855,14873069.121712217,0.0,0.0,0.0
269,4938258722.682325,41609109.48196768,13801142.339389998,18995820.36959885,19009474.488639783,0.0,0.0,0.0
270,4947960845.123615,41894046.78751166,24493429.633159995,30929114.105183236,31724306.96963017,0.0,0.0,0.0
271,4957846674.189757,42357983.49908941,9933692.1725703,21506919.38044178,19144416.151815806,0.0,0.0,0.0
272,4967927879.867028,42680587.28979604,3376724.248655998,13672270.926372204,10578847.978392215,0.0,0.0,0.0
273,4978215333.202787,42885671.35369162,2363846.2898369995,8868649.18503755,6646597.74018612,0.0,0.0,0.0
274,4988719179.03827,43018701.09146719,9947073.11991,13098341.12013819,12922917.382746194,0.0,0.0,0.0
275,4999448900.976514,43215176.20826926,1056845.2582313996,7418041.188575392,5388904.089639417,0.0,0.0,0.0
276,5010413379.360277,43326446.82609789,4029866.0673569995,7188562.380837599,6392336.089233201,0.0,0.0,0.0
277,5021620942.957281,43434275.26181045,457851.1695892997,3961966.9935650304,2738526.449447629,0.0,0.0,0.0
278,5033079414.980333,43493704.766713925,1081601.029925,2888597.806746865,2267337.4116548765,0.0,0.0,0.0
279,5044796154.007102,43537033.733815126,309948.815405,1686856.869845964,1177339.3995175867,0.0,0.0,0.0
280,5056778090.307812,43562336.58686282,1066.334954399499,827493.7306299884,484071.91648561554,0.0,0.0,0.0
281,5069031758.038288,43574748.99282227,79196.3124816,474829.7005974943,303293.1830802812,0.0,0.0,0.0
282,5081563323.710016,43581871.43833123,26781225.60204,23686866.588012774,27825857.601937186,0.0,0.0,0.0
283,5094378611.307711,43937174.437151425,32679569.176898632,37205336.19790746,40240433.79072574,0.0,0.0,0.0
284,5107483124.387825,44495254.48012004,5787113.5161032155,18857900.798605602,16150778.401131876,0.0,0.0,0.0
285,5120882065.45813,44778122.99209912,784.4959545927122,9378225.074510492,10827273.21197306,0.0,0.0,0.0
286,5134580352.908432,40440984.06900687,4173178.35677,8289552.4235834265,7104106.810375379,0.0,0.0,0.0
287,5148582635.735566,40565327.35536062,28442.073220130056,4136797.9264971022,2603071.9177817404,0.0,0.0,0.0
288,5162893306.281466,40627379.324258074,15533772.563140001,15644454.228322849,17231609.819829863,0.0,0.0,0.0
289,5177516511.181291,40862046.137682915,12549701.426464785,18510573.72475993,18197667.306559943,0.0,0.0,0.0
290,5192456160.698921,41139704.74355432,243629.27975090034,9425359.916258259,6456667.444186528,0.0,0.0,0.0
291,5207425658.6930895,41281085.14229819,2552499.689426,6905642.860389631,5450339.815011263,0.0,0.0,0.0
292,5207499517.091005,41384669.78520404,8106226.868204001,10519785.776810536,10461486.856883198,0.0,0.0,0.0
293,5207565738.783424,41542466.57185619,7660074.639570001,11943462.929027647,11397461.181557037,0.0,0.0,0.0
294,5207625087.456326,41721618.51579161,7195405.705904,12244233.129549593,11370739.49940414,0.0,0.0,0.0
295,5207678250.425548,41905282.01273485,5080515.4730170015,10546406.571085516,9245044.013115853,0.0,0.0,0.0
296,5207725846.273954,42063478.11130114,3703380.0171209993,8481942.518313669,7188979.991926243,0.0,0.0,0.0
297,5207768431.724875,42190707.249075845,6766756.479359999,10134248.410611011,9655032.438207474,0.0,0.0,0.0
298,5207806507.828184,42342720.97523501,4612931.38765,9076794.730960466,8075103.753598167,0.0,0.0,0.0
299,5207840525.52775,42478872.89619941,6564440.54641,10256510.462327946,9694961.420628756,0.0,0.0,0.0
300,5207870890.672147,42632720.55313433,2705043.412518,7469543.60280447,6143733.731151079,0.0,0.0,0.0
301,5207897968.524273,42744763.707176395,725264.2206965,4335973.059024312,3077186.6317532645,0.0,0.0,0.0
302,5207922087.819998,42809803.30306176,940021.334748,2952591.7326072427,2237113.0129198045,0.0,0.0,0.0
303,5207943544.420937,42854092.17905087,4830536.356310001,5678335.972046092,5861725.253849143,0.0,0.0,0.0
304,5207962604.601948,42939267.21863156,2875134.186706,5333278.84958739,4871103.32774492,0.0,0.0,0.0
305,5207979508.009867,43019266.40137537,15451.942177680321,2645569.58385112,1739677.594978824,0.0,0.0,0.0
306,5207994470.326361,43058949.945133135,1069497.1116214,2232962.8247022484,1870507.5856433318,0.0,0.0,0.0
307,5208007685.664494,43092444.38750367,15345087.350380003,14532922.4219441,16548514.943857573,0.0,0.0,0.0
308,5208019328.725632,43310438.22383283,2516526.748065572,9218344.049117897,7554271.943868371,0.0,0.0,0.0
309,5208029556.74065,43448713.3845696,210112.9668894997,4761991.356764488,3162918.102678255,0.0,0.0,0.0
310,5208038511.217021,43520143.25492107,7661821.197052999,9066110.359739177,9305323.123995794,0.0,0.0,0.0
311,5208046319.511181,43656134.91031716,9119297.28951,12488943.28775449,12452849.283462316,0.0,0.0,0.0
312,5208053096.243668,43843469.05963348,7180937.478795999,12507220.297770757,11605835.322302232,0.0,0.0,0.0
313,5208058944.572732,44031077.36410004,16433.607385119423,6239499.576362456,4103244.3538432955,0.0,0.0,0.0
314,5208063957.340593,44124669.857745476,0.0,3093143.037042402,1821939.1079857042,0.0,0.0,0.0
315,5208068218.10506,44171067.003301114,844556.2560504,2256439.2278642533,1705635.2270938046,0.0,0.0,0.0
316,5208071802.067989,44204913.591719076,4394331.717580001,4956533.020602247,5195551.936468943,0.0,0.0,0.0
317,5208074776.910903,44279261.58702811,90014.8923061993,2525275.913124203,1753077.8166410942,0.0,0.0,0.0
318,5208077203.547034,44317140.72572497,28894.394612820004,1262690.0479706195,781053.718305767,0.0,0.0,0.0
319,5208079136.798169,44336081.07644453,745084.9058619998,1271241.3009216033,1118860.9429411003,0.0,0.0,0.0
320,5208080626.003802,44355149.69595835,1154559.0674754998,1634036.6944855857,1585147.196844546,0.0,0.0,0.0
321,5208081715.569384,44379660.246375635,617447.1961222998,1341419.8516343369,1169051.5095140142,0.0,0.0,0.0
322,5208082445.459723,44399781.54415015,25498.21049218008,679626.3009010651,449547.8673433149,0.0,0.0,0.0
323,5208082851.643074,44409975.93866367,550376.8696326,815020.5636983218,764590.2941293576,0.0,0.0,0.0
324,5208082966.490788,44422201.24711914,3224614.969682,3223381.8613881776,3593848.0256407075,0.0,0.0,0.0
325,5208082819.137017,44470551.97503997,1790055.1566700002,3163683.9359566728,2967394.695151019,0.0,0.0,0.0
326,5208082435.802441,44518007.234079316,3738665.14229,4842211.9228872955,4908693.5565569475,0.0,0.0,0.0
327,5208081840.085616,44590640.41292263,1779132.1547900003,3960728.7494305363,7922697.472884057,0.0,0.0,0.0
328,5208081053.225196,40190987.30287182,796896.9733654998,2660049.744514847,2091228.1704730955,0.0,0.0,0.0
329,5208080094.335927,40230888.04903954,16731221.75909,15967704.520889016,18115850.97320464,0.0,0.0,0.0
330,5208078980.621041,40470403.61685288,1221626.1501445994,8437588.603196219,6487454.244478607,0.0,0.0,0.0
331,5208077727.563415,40596967.44590082,10143291.288500002,13081748.144835025,13166480.191928359,0.0,0.0,0.0
332,5208076349.0976,40793193.66807335,4419515.657128,10395081.897260431,8941447.996378321,0.0,0.0,0.0
333,5208074857.764672,40949119.89653225,851560.2351406994,5925216.91583829,4196562.900654674,0.0,0.0,0.0
334,5208073264.851569,41037998.15026983,3399287.7042000005,5916221.862111144,5267441.206830766,0.0,0.0,0.0
335,5208071580.516515,41126741.47820149,1862723.348882,4567188.970188195,3788183.4160213326,0.0,0.0,0.0
336,5208069813.901888,41195249.31275432,3842728.471798,5632618.3531349385,5391470.985898262,0.0,0.0,0.0
337,5208067973.235811,41279738.58805134,3132959.6405700003,5544219.611589851,5077953.811269623,0.0,0.0,0.0
338,5208066065.923582,41362901.882225186,3462949.170244,5790668.56147337,5376205.788948148,0.0,0.0,0.0
339,5208064098.629948,41449761.91064729,3157477.662792,5646710.788629969,5146490.640859204,0.0,0.0,0.0
340,5208062077.353171,41534462.57247674,2088517.40203,4634257.799502197,3981287.358251466,0.0,0.0,0.0
341,5208060007.491676,41603976.43946927,2122320.4077029997,4157671.274938993,3657049.926992282,0.0,0.0,0.0
342,5208057893.904032,41666341.50859336,8791915.28825,9763390.820346203,10410022.247101668,0.0,0.0,0.0
343,5208055740.962941,41812792.37089855,1827697.047610999,6462044.450412576,5222119.298069227,0.0,0.0,0.0
344,5208053552.603828,41909723.03765474,252789.21296819998,3432915.9070865964,2294031.3495304375,0.0,0.0,0.0
345,5208051332.368568,41961216.77626104,2166316.007882,3598680.240680594,3233446.035753299,0.0,0.0,0.0
346,5208049083.4448395,42015196.97987125,789348.0677647002,2476872.8464296632,1949333.52695695,0.0,0.0,0.0
347,5208046808.701548,42052350.072567694,275049.2917797,1466220.8233311241,1037776.1157194942,0.0,0.0,0.0
348,5208044510.720698,42074343.38491766,16631866.77889,15287576.621243335,17626332.01061522,0.0,0.0,0.0
349,5208042191.8260975,42303657.03423631,8358966.2371641835,14375269.027043665,13680344.225672929,0.0,0.0,0.0
350,5208039854.10916,42519286.06964197,1453559.4736490007,8445278.818271311,6323484.706305402,0.0,0.0,0.0
351,5208037499.452161,42645965.25191604,13711797.711730001,16215102.150306031,16769113.889716672,0.0,0.0,0.0
352,5208035129.549137,42889191.784170635,12528367.90367,19069761.051414162,18420047.023688342,0.0,0.0,0.0
353,5208032745.924724,43175238.19994185,7843933.751103998,16393902.634781087,14445191.652663568,0.0,0.0,0.0
354,5208030349.951088,43421146.73946357,6785968.17982,14126998.001923552,12285889.071020946,0.0,0.0,0.0
355,5208027942.863174,43633051.70949242,4204134.587467,10734373.46001131,8836599.929227892,0.0,0.0,0.0
356,5208025525.772436,43794067.31139259,8481110.68415,12783276.911164142,12109734.98759463,0.0,0.0,0.0
357,5208023099.679174,43985816.465060055,3811430.213524999,9717497.419696428,8106310.256191773,0.0,0.0,0.0
358,5208020665.48366,44131578.9263555,2009465.2708699997,6606480.923878959,5131107.665850497,0.0,0.0,0.0
359,5208018223.996135,44230676.14021369,6763227.664546002,9211251.68589881,9001072.520768683,0.0,0.0,0.0
360,5208015775.945813,44368844.915502176,8493630.822375,12029520.040805701,11810750.754638495,0.0,0.0,0.0
361,5208013321.988991,44549287.71611426,6816061.568223,11973266.20522378,15505462.570893778,0.0,0.0,0.0
362,5208010862.716328,40273957.93758119,5597377.0086550005,10877156.06398432,9695259.14871474,0.0,0.0,0.0
363,5208008398.659418,40437115.278540954,3813004.8935140003,8765452.675691277,7437418.5965754725,0.0,0.0,0.0
364,5208005930.296699,40568597.06867632,4116119.0593900005,7974513.744135182,7016273.125053725,0.0,0.0,0.0
